10.0   , 95.036  - 10.0   , 95.356 ;
29.731 , 95.356  - 29.731 , 95.036 ;
32.896 , 93.901  - 32.739 , 93.622 ;
30.684 , 94.785  - 30.841 , 95.064 ;
10.0   , 95.356  - 10.0   , 95.036 ;
32.739 , 93.622  - 32.896 , 93.901 ;
40.609 , 95.064  - 40.766 , 94.785 ;
41.719 , 95.356  - 41.719 , 95.036 ;
40.766 , 94.785  - 40.609 , 95.064 ;
58.8   , 95.356  - 58.8   , 95.036 ;
41.719 , 95.036  - 41.719 , 95.356 ;
61.056 , 93.1    - 60.736 , 93.1   ;
58.8   , 95.036  - 58.8   , 95.356 ;
60.736 , 93.1    - 61.056 , 93.1   ;
8.531  , 44.889  - 8.189  , 44.567 ;
7.745  , 46.867  - 7.275  , 46.867 ;
7.745  , 63.292  - 7.275  , 63.292 ;
6.625  , 64.412  - 6.625  , 63.942 ;
5.93   , 64.412  - 5.93   , 63.942 ;
4.05   , 66.292  - 3.58   , 66.292 ;
4.05   , 74.553  - 3.58   , 74.553 ;
5.558  , 76.397  - 5.465  , 76.857 ;
7.991  , 84.66   - 7.664  , 84.324 ;
7.12   , 86.725  - 6.65   , 86.725 ;
7.12   , 86.725  - 7.12   , 93.1   ;
7.12   , 93.1    - 6.65   , 93.1   ;
6.65   , 93.1    - 6.65   , 86.725 ;
6.65   , 86.725  - 7.12   , 86.725 ;
10.0   , 95.981  - 10.0   , 96.45  ;
6.65   , 93.1    - 7.12   , 93.1   ;
10.0   , 95.981  - 29.731 , 95.981 ;
29.731 , 95.981  - 29.731 , 96.45  ;
29.731 , 96.45   - 10.0   , 96.45  ;
10.0   , 96.45   - 10.0   , 95.981 ;
31.149 , 95.607  - 31.38  , 96.016 ;
29.731 , 96.45   - 29.731 , 95.981 ;
31.149 , 95.607  - 33.204 , 94.444 ;
33.204 , 94.444  - 33.435 , 94.853 ;
33.435 , 94.853  - 31.38  , 96.016 ;
31.38  , 96.016  - 31.149 , 95.607 ;
38.246 , 94.444  - 38.015 , 94.853 ;
35.725 , 94.25   - 35.725 , 93.781 ;
38.246 , 94.444  - 40.301 , 95.607 ;
40.301 , 95.607  - 40.07  , 96.016 ;
40.07  , 96.016  - 38.015 , 94.853 ;
38.015 , 94.853  - 38.246 , 94.444 ;
41.719 , 95.981  - 41.719 , 96.45  ;
40.07  , 96.016  - 40.301 , 95.607 ;
41.719 , 95.981  - 58.8   , 95.981 ;
58.8   , 95.981  - 58.8   , 96.45  ;
58.8   , 96.45   - 41.719 , 96.45  ;
41.719 , 96.45   - 41.719 , 95.981 ;
61.68  , 93.1    - 62.15  , 93.1   ;
58.8   , 96.45   - 58.8   , 95.981 ;
61.68  , 82.178  - 62.15  , 82.178 ;
62.15  , 93.1    - 61.68  , 93.1   ;
64.675 , 79.183  - 64.675 , 79.653 ;
67.43  , 76.428  - 67.9   , 76.428 ;
67.43  , 55.695  - 67.9   , 55.695 ;
66.384 , 53.724  - 66.647 , 53.335 ;
40.536 , 8.381   - 40.536 , 8.781  ;
40.536 , 8.781   - 40.536 , 9.181  ;
40.536 , 15.981  - 40.536 , 15.581 ;
40.536 , 15.581  - 40.536 , 15.181 ;
6.071  , 28.381  - 6.071  , 14.233 ;
5.071  , 14.233  - 5.071  , 28.381 ;
5.071  , 14.233  - 5.571  , 14.233 ;
5.571  , 14.233  - 6.071  , 14.233 ;
14.361 , 5.443   - 14.361 , 5.943  ;
14.361 , 4.943   - 14.361 , 5.443  ;
58.275 , 4.943   - 14.361 , 4.943  ;
58.275 , 4.943   - 58.275 , 5.443  ;
58.275 , 5.443   - 58.275 , 5.943  ;
58.275 , 5.943   - 14.361 , 5.943  ;
65.775 , 12.943  - 65.275 , 12.943 ;
66.275 , 12.943  - 65.775 , 12.943 ;
65.275 , 12.943  - 65.275 , 50.35  ;
66.275 , 50.35   - 66.275 , 12.943 ;
65.775 , 50.35   - 65.275 , 50.35  ;
66.275 , 50.35   - 65.775 , 50.35  ;
66.259 , 64.39   - 66.26  , 64.363 ;
65.884 , 63.964  - 65.882 , 63.964 ;
35.725 , 92.153  - 35.725 , 92.23  ;
5.73   , 65.881  - 5.732  , 65.881 ;
65.882 , 63.964  - 65.884 , 63.964 ;
35.725 , 92.23   - 35.725 , 92.153 ;
5.732  , 65.881  - 5.73   , 65.881 ;
67.6   , 87.948  - 67.6   , 87.448 ;
69.273 , 85.775  - 69.773 , 85.775 ;
69.773 , 85.775  - 70.273 , 85.775 ;
67.6   , 88.448  - 67.6   , 87.948 ;
66.687 , 88.448  - 67.6   , 88.448 ;
67.6   , 87.948  - 67.6   , 88.448 ;
67.6   , 88.448  - 66.687 , 88.448 ;
66.687 , 88.448  - 66.687 , 87.948 ;
66.687 , 87.948  - 66.687 , 87.448 ;
66.687 , 87.448  - 67.6   , 87.448 ;
67.6   , 87.448  - 67.6   , 87.948 ;
67.6   , 87.448  - 66.687 , 87.448 ;
63.548 , 91.088  - 63.048 , 91.088 ;
66.687 , 87.448  - 66.687 , 87.948 ;
66.687 , 87.948  - 66.687 , 88.448 ;
64.048 , 91.088  - 63.548 , 91.088 ;
64.048 , 97.1    - 64.048 , 91.088 ;
63.548 , 91.088  - 64.048 , 91.088 ;
64.048 , 91.088  - 64.048 , 97.1   ;
64.048 , 97.1    - 63.548 , 97.1   ;
63.548 , 97.1    - 63.048 , 97.1   ;
63.048 , 97.1    - 63.048 , 91.088 ;
63.048 , 91.088  - 63.548 , 91.088 ;
63.048 , 91.088  - 63.048 , 97.1   ;
60.912 , 99.735  - 60.912 , 99.235 ;
63.048 , 97.1    - 63.548 , 97.1   ;
63.548 , 97.1    - 64.048 , 97.1   ;
60.912 , 100.235 - 60.912 , 99.735 ;
41.067 , 100.235 - 60.913 , 100.235;
60.912 , 99.235  - 60.912 , 99.735 ;
60.912 , 99.735  - 41.067 , 99.735 ;
41.067 , 99.735  - 41.067 , 99.235 ;
41.067 , 99.235  - 60.912 , 99.235 ;
41.067 , 100.235 - 41.067 , 99.735 ;
41.067 , 99.735  - 60.912 , 99.735 ;
60.912 , 99.735  - 60.912 , 100.235;
60.912 , 100.235 - 41.067 , 100.235;
60.913 , 99.235  - 41.067 , 99.235 ;
38.57  , 97.942  - 39.044 , 97.782 ;
41.067 , 99.235  - 41.067 , 99.735 ;
41.067 , 99.735  - 41.067 , 100.235;
38.096 , 98.101  - 38.57  , 97.942 ;
32.88  , 97.942  - 32.406 , 97.782 ;
33.354 , 98.101  - 32.88  , 97.942 ;
39.044 , 97.782  - 38.57  , 97.942 ;
38.57  , 97.942  - 38.096 , 98.101 ;
30.383 , 99.735  - 30.383 , 99.235 ;
32.406 , 97.782  - 32.88  , 97.942 ;
32.88  , 97.942  - 33.354 , 98.101 ;
30.383 , 100.235 - 30.383 , 99.735 ;
13.572 , 100.235 - 30.383 , 100.235;
30.383 , 99.735  - 30.383 , 100.235;
30.383 , 100.235 - 13.572 , 100.235;
13.572 , 100.235 - 13.572 , 99.735 ;
13.572 , 99.735  - 13.572 , 99.235 ;
13.572 , 99.235  - 30.383 , 99.235 ;
30.383 , 99.235  - 30.383 , 99.735 ;
30.383 , 99.235  - 13.572 , 99.235 ;
4.937  , 91.1    - 5.437  , 91.1   ;
13.573 , 99.235  - 13.573 , 99.735 ;
13.573 , 99.735  - 13.573 , 100.235;
4.437  , 91.1    - 4.937  , 91.1   ;
4.437  , 86.707  - 4.437  , 91.1   ;
4.937  , 91.1    - 4.437  , 91.1   ;
4.437  , 91.1    - 4.437  , 86.707 ;
4.437  , 86.707  - 4.937  , 86.707 ;
4.937  , 86.707  - 5.437  , 86.707 ;
5.437  , 86.707  - 5.437  , 91.1   ;
5.437  , 91.1    - 4.937  , 91.1   ;
5.437  , 91.1    - 5.437  , 86.707 ;
5.509  , 85.068  - 5.901  , 85.379 ;
5.437  , 86.707  - 4.937  , 86.707 ;
4.937  , 86.707  - 4.437  , 86.707 ;
5.118  , 84.757  - 5.509  , 85.068 ;
6.663  , 82.812  - 5.118  , 84.757 ;
6.663  , 82.812  - 7.054  , 83.123 ;
7.054  , 83.123  - 7.446  , 83.434 ;
7.446  , 83.434  - 5.901  , 85.379 ;
4.639  , 78.031  - 4.646  , 77.531 ;
4.632  , 78.53   - 4.639  , 78.031 ;
2.04   , 75.396  - 2.54   , 75.396 ;
1.54   , 75.396  - 2.04   , 75.396 ;
1.54   , 66.755  - 1.54   , 75.396 ;
1.54   , 66.755  - 2.04   , 66.755 ;
2.04   , 66.755  - 2.54   , 66.755 ;
2.54   , 66.755  - 2.54   , 75.396 ;
5.295  , 58.888  - 5.649  , 59.241 ;
4.941  , 58.535  - 5.295  , 58.888 ;
6.039  , 56.088  - 6.521  , 55.957 ;
5.556  , 56.219  - 6.039  , 56.088 ;
1.612  , 41.703  - 5.556  , 56.219 ;
1.612  , 41.703  - 2.095  , 41.572 ;
2.095  , 41.572  - 2.577  , 41.441 ;
2.577  , 41.441  - 6.521  , 55.957 ;
2.002  , 40.881  - 2.502  , 40.881 ;
1.502  , 40.881  - 2.002  , 40.881 ;
1.502  , 15.209  - 1.502  , 40.881 ;
1.502  , 15.209  - 2.002  , 15.209 ;
2.002  , 15.209  - 2.502  , 15.209 ;
2.502  , 15.209  - 2.502  , 40.881 ;
15.484 , 1.728   - 15.484 , 2.228  ;
15.484 , 1.228   - 15.484 , 1.728  ;
58.112 , 1.228   - 15.484 , 1.228  ;
58.112 , 1.228   - 58.112 , 1.728  ;
58.112 , 1.728   - 58.112 , 2.228  ;
58.112 , 2.228   - 15.484 , 2.228  ;
69.773 , 13.388  - 69.273 , 13.388 ;
70.273 , 13.388  - 69.773 , 13.388 ;
69.273 , 13.388  - 69.273 , 85.775 ;
4.437  , 86.707  - 4.437  , 91.1   ;
13.572 , 100.235 - 30.383 , 100.235;
41.067 , 100.235 - 60.912 , 100.235;
66.687 , 88.448  - 67.6   , 88.448 ;
63.048 , 91.088  - 63.048 , 97.1   ;
70.273 , 85.775  - 70.273 , 13.388 ;
33.435 , 94.853  - 35.725 , 94.25  ;
33.204 , 94.444  - 35.725 , 93.781 ;
35.998 , 15.73   - 32.425 , 19.303 ;
35.528 , 15.73   - 32.425 , 18.833 ;
32.425 , 12.627  - 35.528 , 15.73  ;
32.425 , 12.157  - 35.998 , 15.73  ;
44.591 , 28.72   - 40.725 , 32.586 ;
44.152 , 28.72   - 40.725 , 32.147 ;
40.725 , 25.293  - 44.152 , 28.72  ;
40.725 , 24.854  - 44.591 , 28.72  ;
64.123 , 39.72   - 60.55  , 43.293 ;
63.653 , 39.72   - 60.55  , 42.823 ;
60.55  , 36.617  - 63.653 , 39.72  ;
60.55  , 36.147  - 64.123 , 39.72  ;
12.883 , 28.693  - 11.276 , 29.041 ;
13.007 , 28.967  - 11.276 , 29.341 ;
7.09   , 25.155  - 11.276 , 20.969 ;
7.39   , 25.155  - 11.276 , 21.269 ;
11.276 , 29.041  - 7.39   , 25.155 ;
11.276 , 29.341  - 7.09   , 25.155 ;
29.361 , 15.73   - 32.425 , 12.666 ;
30.3   , 15.73   - 32.425 , 13.605 ;
32.425 , 17.855  - 30.3   , 15.73  ;
32.425 , 18.795  - 29.361 , 15.73  ;
37.298 , 28.72   - 40.725 , 25.293 ;
38.175 , 28.72   - 40.725 , 26.17  ;
40.725 , 31.27   - 38.175 , 28.72  ;
40.725 , 32.147  - 37.298 , 28.72  ;
57.486 , 39.72   - 60.55  , 36.656 ;
58.425 , 39.72   - 60.55  , 37.595 ;
60.55  , 41.845  - 58.425 , 39.72  ;
60.55  , 42.785  - 57.486 , 39.72  ;
11.276 , 28.441  - 7.99   , 25.155 ;
11.276 , 29.041  - 7.39   , 25.155 ;
7.39   , 25.155  - 11.276 , 21.269 ;
7.99   , 25.155  - 11.276 , 21.869 ;
12.883 , 28.693  - 11.276 , 29.041 ;
12.635 , 28.147  - 11.276 , 28.441 ;
48.237 , 60.745  - 48.34  , 62.35  ;
49.169 , 60.625  - 49.279 , 62.35  ;
49.279 , 62.35   - 35.725 , 75.905 ;
48.34  , 62.35   - 35.725 , 74.965 ;
66.3   , 98.1    - 67.55  , 96.85  ;
66.55  , 98.1    - 67.55  , 97.1   ;
67.55  , 99.1    - 66.55  , 98.1   ;
67.55  , 99.35   - 66.3   , 98.1   ;
37.025 , 98.9    - 35.725 , 100.2  ;
35.725 , 97.6    - 37.025 , 98.9   ;
69.75  , 3.2     - 68.45  , 4.5    ;
68.45  , 1.9     - 69.75  , 3.2    ;
4.45   , 3.25    - 3.15   , 4.55   ;
3.15   , 1.95    - 4.45   , 3.25   ;
4.55   , 56.846  - 3.25   , 58.146 ;
3.25   , 55.546  - 4.55   , 56.846 ;
5.895  , 81.17   - 4.595  , 82.47  ;
4.595  , 79.87   - 5.895  , 81.17  ;
68.1   , 91.9    - 66.8   , 93.2   ;
66.8   , 90.6    - 68.1   , 91.9   ;
42.025 , 28.72   - 40.725 , 30.02  ;
40.725 , 27.42   - 42.025 , 28.72  ;
33.725 , 15.73   - 32.425 , 17.03  ;
32.425 , 14.43   - 33.725 , 15.73  ;
61.85  , 39.72   - 60.55  , 41.02  ;
60.55  , 38.42   - 61.85  , 39.72  ;
35.528 , 15.73   - 32.425 , 18.833 ;
35.489 , 15.73   - 32.425 , 18.795 ;
32.425 , 12.666  - 35.489 , 15.73  ;
32.425 , 12.627  - 35.528 , 15.73  ;
63.653 , 39.72   - 60.55  , 42.823 ;
63.614 , 39.72   - 60.55  , 42.785 ;
60.55  , 36.656  - 63.614 , 39.72  ;
60.55  , 36.617  - 63.653 , 39.72  ;
35.725 , 74.705  - 23.37  , 62.35  ;
35.725 , 74.965  - 23.11  , 62.35  ;
23.11  , 62.35   - 23.714 , 58.495 ;
23.37  , 62.35   - 23.961 , 58.574 ;
55.654 , 48.782  - 56.304 , 49.432 ;
56.304 , 49.432  - 55.654 , 50.082 ;
68.55  , 98.1    - 67.55  , 99.1   ;
67.55  , 97.1    - 68.55  , 98.1   ;
11.276 , 24.505  - 11.926 , 25.155 ;
11.926 , 25.155  - 11.276 , 25.805 ;
8.539  , 1.464   - 6.42   , 2.791  ;
8.255  , 1.01    - 8.315  , 1.0    ;
68.45  , 1.0     - 70.45  , 3.0    ;
70.45  , 99.0    - 68.45  , 101.0  ;
5.935  , 101.0   - 3.935  , 99.0   ;
2.176  , 82.067  - 3.935  , 84.794 ;
2.176  , 82.067  - 1.0    , 80.244 ;
1.0    , 3.0     - 3.0    , 1.0    ;
67.55  , 99.35   - 67.55  , 96.85  ;
67.55  , 96.85   - 67.55  , 99.35  ;
35.725 , 100.2   - 35.725 , 97.6   ;
